id_aluno,pib_per_capita_municipio,investimento_por_aluno_rs,taxa_frequencia_escolar,infraestrutura_escola_score,vulnerabilidade_social_index
1,32889.78238863349,4568.439600146601,79.5812121019745,3,0.12135608676115517
2,21739.594729599925,5543.411172135202,77.73109258983379,4,0.5824987446287757
3,48645.07204418313,5636.490053071356,87.12548668794959,3,0.5989669563659035
4,5798.7860394156005,6318.9806908356695,91.14436407884308,3,0.13726834391618004
5,46263.00416693903,5155.74109378897,96.09171941580298,3,0.17344489272679697
6,25845.740288975485,5375.460436270934,96.39106655904396,4,0.12771315684410078
7,13832.10670896675,6538.040126281978,93.38247590574048,1,0.292327639779267
8,6195.528508924939,5363.795682536259,91.77326769661272,3,0.20224567011006234
9,121749.1170859098,7089.767043255144,96.70707127816696,3,0.28825078588758524
10,5171.22837275425,6558.234099665365,98.29582734415332,3,0.6443920113220097
11,41719.41243177149,5691.276702624369,92.80049584769483,5,0.23056295527903603
12,39336.141606768724,6564.582380430511,91.45745688367907,4,0.28381814117231796
13,16847.839030329502,5884.193968090264,70.29634895243179,3,0.11051020899811637
14,22037.751493824384,6612.405667188984,95.28160285987802,5,0.22883870738430456
15,71108.71985227508,5233.441988008958,86.62351386981506,3,0.6257553546886373
16,17581.93973073252,4949.282355226403,83.37114397143995,4,0.5566930364732572
17,96199.48152208362,6110.4543809462975,95.66296555640736,2,0.04001814454697128
18,23580.22638246495,,94.21898102800812,3,0.33891075682522764
19,7457.225368963653,8403.308449027607,80.72476696957692,3,0.8735761553310674
20,46957.432246972436,7308.455383566165,89.94797328674109,2,0.6395365562315329
21,10946.494697051225,9171.360344646011,94.004680532653,4,0.010286307938347394
22,25205.298235919072,4990.400159936376,82.2238007910009,1,0.765237278907504
23,13642.284120861372,8015.733978391346,,3,0.4309710661560241
24,47339.8379103148,6263.745144977395,95.99815421314767,3,0.5178128011694844
25,49012.707768574546,4792.644972191939,85.44940659787301,1,0.13547499005660324
26,11262.141957462934,5107.704505878763,93.13390088446842,3,0.963984632899328
27,30879.299214798797,5589.913291521203,92.6750903740896,3,0.3326726257268119
28,7500.526066048906,6357.548785999603,83.74126242829777,4,0.8922041996144489
29,18261.394299263487,,96.85542685780332,3,0.04278443316599967
30,7547.088109062568,7384.072175947822,87.17165909828732,3,0.5448194085562458
31,8887.443802854174,7046.97431186697,91.80972468069287,1,0.8333854645246099
32,10962.65433911124,6425.876369887392,91.52085007476197,2,0.9947372531356883
33,21187.914562065387,6163.634341426525,68.52052139199435,5,0.8733967699900336
34,7019.782769757295,6892.247751388989,97.78920121814899,4,0.6210258703471707
35,11698.416938609222,8425.993936399693,78.93259094007651,3,0.822892920932124
36,5164.364196650105,5409.630153983492,87.35415422593337,5,0.6310199455014602
37,62227.95131862851,5416.734161369067,88.70217240667024,3,0.7301227599156026
38,25087.136445085387,6563.262727260429,98.26029004075369,1,0.5983877259990821
39,9584.451699063658,5936.172204032737,92.32235556977415,2,0.2555012895437322
40,71084.02866760312,6438.386350829452,,2,0.5650137247091118
41,24526.939883454943,8274.009137938925,97.53984096322422,3,0.02482616716402597
42,6066.386943883857,5966.047579802233,90.84928834087769,3,0.775746796743185
43,23604.53060663398,4654.327319433042,97.59611094137522,2,0.40200455670146895
44,30551.181795309265,4624.311601845388,99.30671905571636,3,0.7241983458020662
45,45318.35393292893,6716.746588512628,77.62292522956321,3,0.2985806366377327
46,50032.95295109367,5332.005921452708,88.11659225362854,2,0.3210584057294982
47,12279.947147256444,7275.477772350172,93.24664445492252,2,0.44303709685221515
48,91265.08469612007,7645.437013897578,81.75788269823421,4,0.6961968465930658
49,20695.13711586422,6169.243122856359,95.22966538428898,4,0.6736603586499668
50,12666.226000286628,4679.289101439132,95.0838566697258,2,0.8355305131198867
51,24928.183889608226,5676.6263972196475,96.63134596641834,4,0.8404211290186115
52,16843.616946063863,8462.090047144702,99.41522459202766,1,0.26010527144416984
53,10695.37199949222,6064.724739124458,92.28504427745295,5,0.7556887724222227
54,66764.00110033984,5719.555001764382,96.41095833211133,3,0.6651331623251796
55,74994.85562035763,7548.726996123516,93.84660435762466,3,0.9627362506336832
56,50425.94619208935,4961.795176756029,94.29213844696903,3,0.6357075366587867
57,19175.612534662985,6069.8736823861545,80.50370572790213,3,0.3700026268205445
58,36479.47094919692,5038.942017359916,90.55403006425645,3,0.193548823602671
59,52653.00760832108,6679.576072638361,88.97187236363476,4,0.4151315390646323
60,7058.648345440271,6150.800098541186,66.57387647842933,4,0.24669435202362788
61,18189.061670660107,5622.574336863014,86.0316824853452,3,0.6485368993784384
62,30650.554429494525,5853.676418240656,97.48560672805735,3,0.8672912035049528
63,98717.1401296377,4874.191854521973,91.97855876827117,3,0.32284451691260796
64,35543.947241715345,7796.036554642404,93.124955946673,3,0.2830372406651487
65,30307.66107409165,7298.410303396084,83.9695739354078,3,0.5356584585239638
66,10747.492785893264,5703.8164167362975,76.07407557369883,4,0.5461991260893835
67,13670.417870719155,5710.831660648,98.44793393936123,4,0.02204936680826275
68,9359.134502783492,,94.31497953713863,3,0.6420237436114538
69,14057.74129193576,7206.171519106246,91.74039133719674,2,0.7985736088721173
70,36691.13737920915,7198.673801487789,99.98688189240947,3,0.7416252645088007
71,84240.2389579361,5850.633112625219,83.38979253593122,3,0.571596508459658
72,5397.702140960334,5474.754698400997,99.58118681039629,3,0.6737071016805857
73,14370.771299275682,4404.821654820413,89.73945829186147,3,0.3399643784594213
74,6253.735221222996,6123.19626510469,87.86402501836787,3,0.08596933515185268
75,56940.258973636344,7116.566046098745,99.34424447243174,3,0.8635497209098938
76,34584.48279213572,7040.736488908567,95.02254415009577,4,0.2826391563505092
77,48797.87626132803,4495.38178425395,79.2125173272096,3,0.2971566969441256
78,67632.26965799942,,98.54803134755642,3,0.37142694535756005
79,9154.861157297244,7691.154844271699,95.43452297486094,5,0.4693367269618882
80,20873.306882960867,5360.74349077859,98.75678262884473,3,0.8141788359800833
81,24756.249098338943,6957.392914438952,96.4784072152771,4,0.05052728000039042
82,23154.826166492414,7374.572011322047,85.29836773965843,5,0.17742969624574434
83,36861.45166266504,6470.9270598155135,85.2745628124828,3,0.5915970690891478
84,48223.15911625831,5849.370167388572,98.81584278288142,3,0.025988243838604763
85,11705.698085496842,6724.338165838193,80.2252489644417,1,0.022309285805525603
86,7788.377621744303,5538.150830462746,93.70029246256507,4,0.411181006641372
87,28790.179633339136,5489.993838984976,98.77134936449585,5,0.8955588807713519
88,11981.484545354968,7335.388661092653,87.20737477427338,3,0.30149647951715663
89,48853.85652731961,6288.564656767343,81.17352926095572,1,0.24497678489939978
90,20661.955217324357,6751.651202258004,96.79581494380221,5,0.5129220114803613
91,34362.76753536807,4415.770830101676,99.96507936754476,3,0.1653088765581111
92,15954.990115388464,7115.440022671002,75.59091851638885,5,0.5694425373237585
93,7730.485752200352,7243.556550559562,69.76939189425433,3,0.04526908461448009
94,13876.884119954842,5622.570526220835,90.64336889566714,5,0.2292026435322294
95,9454.519834075578,7391.559927104339,91.89701492640626,4,0.5108188879491731
96,11625.980674839288,6480.142289760914,98.06906584641766,2,0.2936691042073134
97,24654.456686613954,4077.6569367351094,93.94900190582422,4,0.16479711003134156
98,15959.183079851324,5664.144571571408,84.0403657077878,5,0.8417283797962594
99,39127.734105756615,6612.428494081823,71.31580945430082,2,0.009841337318966081
100,31114.384987816546,7676.963320582738,91.16892096445028,5,0.0772440994367869
101,41745.989862582544,4828.620550525733,99.79197206055662,1,0.0639507200149464
102,44055.719747266645,8211.159384917244,90.61122153338053,4,0.4049989803458294
103,23694.643130050117,5037.443011905887,89.74328493559179,2,0.12749807365392207
104,12402.69104028627,7559.916868566149,82.03533862733387,3,0.564063640132002
105,139352.33304082407,6686.109132774319,94.01566693276698,3,0.9227284879502374
106,7818.6757192405585,5140.29333459845,81.45525551414713,3,0.36771330001392943
107,18401.076695801396,5374.214941049137,84.51563159824022,3,0.22839686135796822
108,9199.230151791831,6260.50094363701,98.01017791628549,4,0.7233418868583186
109,22685.185224448756,4670.701822510579,89.09755991647643,3,0.06326747369121377
110,46110.64969532764,6979.580441380017,89.9199794561013,3,0.544069289145978
111,21097.621430968233,,74.80870153068832,3,0.8842832773320609
112,19235.29406478186,8302.989254271975,98.76454604334278,3,0.6976175114564268
113,15075.582932206888,4865.889722195438,92.10215367873758,1,0.27202734720348154
114,6996.336870523723,8803.439239548225,86.90716745138323,3,0.4688527855217539
115,37204.288507924546,5435.532918684595,96.88188760398268,3,0.3688577826369127
116,39793.098008604626,5321.48561329397,89.40473017523315,1,0.818096070027954
117,28865.357852935158,7493.11075831842,97.23684182465622,3,0.0860103716225118
118,63115.50504003222,6278.772353915066,85.10052134301695,4,0.6997888838260659
119,8571.831174209772,6091.058285103326,97.5139692371476,1,0.7879349842198948
120,10599.199086190063,4966.598202231564,99.18463504661544,3,0.5635384837688403
121,52135.16892302388,5877.32972506171,66.68287772026926,3,0.5750457096441051
122,32052.508592202863,7825.861394287832,77.12123551686109,3,0.8961280020749008
123,23164.317656579457,5879.594484901511,98.57972431621388,3,0.3168557891283107
124,42023.975968385224,7743.96336849993,98.63829101417903,5,0.5770062127439441
125,42449.995342290735,6830.6273857387405,88.04288324433851,1,0.07449819134511071
126,25234.38540294056,6110.006168667052,95.4593259314808,2,0.12001071579579059
127,34241.829127523946,4436.241943989638,91.20352466280531,3,0.8656062591055513
128,12163.313074609985,5652.682828280062,80.28151083843728,3,0.19980498117985934
129,35381.308896998584,6024.400046505583,93.5790407325127,3,0.11284380469850808
130,17748.167692067727,5226.3839097095215,90.20355190028982,5,0.09902984212282995
131,29052.40538705464,6021.562712570633,95.35078425110203,3,0.047995124782747034
132,27956.44926395565,6304.20615861724,67.88756577484767,4,0.7598785853819945
133,28587.90948253321,6062.050234552657,98.60485367086447,3,0.7927081877521479
134,35358.43558595367,5962.160203881704,88.64994488384067,3,0.1564459102262804
135,7000.1421791963185,4562.547375312116,95.50172724867706,4,0.573781570046289
136,10951.921203384554,8518.569607562065,89.91299857966744,3,0.9101056908913985
137,13861.619532064095,6123.8410090551915,93.6988392148331,4,0.7039776914073316
138,89586.78809932565,6397.108427955628,81.13496160464099,4,0.9222009792585758
139,31795.533131892702,7167.462874126695,81.17280951320453,4,0.9824873420667942
140,9781.465021785909,6500.292497932987,91.63920266550146,3,0.3571848151278141
141,33623.62309181558,6057.731423180776,86.28278744487359,3,0.34486788567578064
142,50981.169035868515,6494.105772938311,97.86850729457622,3,0.8047076188019765
143,62578.965235075986,4719.956639095573,93.58326408280641,3,0.5987539187195712
144,10828.89649381302,7889.295790118285,80.01209495562964,5,0.36792306783596396
145,78699.56810795968,5986.941617819633,89.18085841006945,4,0.18016396876546814
146,11591.368113620341,5045.476357813202,99.42573556825477,3,0.23489499037463757
147,9174.240880217574,6027.883554006585,85.6081866114457,3,0.007604600407393525
148,29908.132358090603,6348.999123509522,80.75495953797994,4,0.6187923519008559
149,5931.370379093213,6672.8003857187405,92.22992448648503,5,0.307540839279026
150,44726.903238036335,7351.313876317567,91.24767941077239,1,0.07477736468208585
151,8852.21705149833,5500.188769799623,92.58833933569464,3,0.6563843415115984
152,7261.551876170848,5042.753870744653,89.56125333516056,3,0.8285636675175393
153,47728.48493330091,5913.132144085577,99.20801205017436,3,0.8141287861579701
154,87603.9297371708,4679.682437894142,89.81067587512752,4,0.6054128164642713
155,40784.38500498669,6085.816473979672,82.43136846890458,3,0.4120206686280681
156,47794.62647396245,7682.777942160706,86.05652704306735,2,0.9244288718202639
157,74070.32974260754,7142.478598659197,98.42293456383221,3,0.4651398171830964
158,18354.093258983088,5167.053731955762,98.1794224800714,3,0.4955931502239955
159,14601.072139442631,6607.362775789766,83.34594426178859,2,0.7376767182816926
160,35713.71697340056,5479.12323330307,89.17137372375143,3,0.8424351787173384
161,29712.15807352209,6599.780960367452,93.55289484817585,4,0.4756926767836237
162,33881.197019138956,5343.8585520565375,89.92938066385058,5,0.16650350111156687
163,36218.13484553438,6186.63328049334,89.60840487997568,3,0.9563460459742712
164,36382.14675850214,6315.697528890479,89.88287049071239,4,0.00013400446723810244
165,11275.867429260881,5637.112568919335,52.33352323279854,3,0.8838839095248446
166,7171.756435504204,5017.674114469482,99.95524264971135,1,0.1713285344539789
167,22348.6958529251,7538.983529894058,85.72250799662861,3,0.4714586514604123
168,75378.05556324475,5550.255541390422,86.43195168239741,4,0.2803309981981472
169,38150.71063182255,5136.921106547007,92.56071452033915,1,0.6900767289402808
170,9492.356382304943,5046.097514623485,73.72610814037063,2,0.5603853951628731
171,6720.539352466597,5107.733879241464,85.631838671005,4,0.15851449798324302
172,26870.302644389954,5766.989698174297,93.75369999510733,2,0.3568487112961589
173,26884.084349471184,5765.164579346874,90.21450477526152,4,0.26271800322993943
174,33049.429066258475,5748.268247420609,96.90288577448175,4,0.6793526582495744
175,11938.230478320493,7708.868831581787,93.82180316851525,3,0.05529629493095589
176,19906.09763007387,6409.442066764655,79.08626368326686,4,0.9860124579147471
177,35018.83529180696,4689.490917491793,93.21752543801436,4,0.38132928191902804
178,9317.30155014952,7035.7583797829475,81.93699703866638,4,0.047561300325485334
179,10184.400249465867,5888.551229368166,90.31345605249089,1,0.12656565527510844
180,19443.107451907614,4366.228785647027,70.99397396048198,4,0.7946954105852428
181,12208.429827822667,7418.374545724376,88.90944316014352,4,0.07536846613662362
182,67986.46493094834,7571.190868403652,67.97490939733895,4,0.34863122264565416
183,10264.954983642878,5849.056244941322,96.65368573747119,3,0.32619268410182123
184,17758.55214252461,5687.812975195694,88.61585063544271,4,0.9846015262390249
185,47521.04838366847,7406.543776749675,99.92045322191284,4,0.21562174425831304
186,5979.028637523932,8319.75866086514,95.51744361935403,2,0.17418025944360194
187,32574.28986841364,5165.6856417299,80.7080908390104,3,0.80038153684441
188,5353.551499453721,,99.79695695469857,3,0.5091542783273622
189,70835.15213682027,8537.507575249558,93.90743719139643,3,0.8204825072848849
190,8031.545542436999,6692.9286144741145,92.67602524236771,2,0.8753155835516772
191,9118.158933393213,8125.2455796122285,87.27206765742481,2,0.8217173156304352
192,28452.22907450625,5009.77007820347,75.86825371594527,3,0.214877168842305
193,51974.844614612986,6003.846249179206,85.5252152707609,2,0.7413275538471806
194,19334.026039523356,5667.5990635848175,87.90729890846569,3,0.1437807152069165
195,20655.26280864895,4413.735106485458,95.99366088376672,5,0.7428209394974452
196,50245.67877504409,,98.68048140349909,3,0.3528740302753064
197,22815.700429694818,4029.4402072811026,81.45615605819077,4,0.2789962332456736
198,20435.570324084732,5036.439444158725,90.60998258864508,4,0.24609962269919605
199,13690.638952053758,6147.2029742006625,97.43480990889081,4,0.7691717187285604
200,16251.953359588999,6668.200784230706,98.83413218928168,3,0.5636208986640823
201,14933.567999645666,5019.321498135299,95.39950828157076,5,0.37147865052778983
202,26032.0507575557,5603.750237379125,95.43327319412411,5,0.32854254756948154
203,43078.06427671162,7793.649942934709,89.00212397514531,3,0.9172987999810476
204,37000.13031935118,5490.022914275783,,2,0.9337018796916037
205,33380.83328689994,7799.925245553124,96.48433471656534,3,0.4834144077911803
206,70958.31595631444,5111.000509308358,78.13408823194771,3,0.9520903637298809
207,55456.07258009437,4638.897883617099,99.5873400736754,4,0.8826325798596392
208,69683.33201930381,5571.506395488476,94.6624873519398,4,0.1433038474013879
